text,label_bias
"Itâ€™s noÂ exaggeration to say that the anti-choice movement, from tip to toe, is stuffed with melodramatic liars and grifters.",Biased
"Itâ€™s not a huge deal that an eccentric, pro-Trump activist clumsily used a bad analogy in a local speech. The analogy is bad enough, however, that it certainly shouldnâ€™t be on the presidentâ€™s Twitter feed.",Biased
Itâ€™s not taxpayersâ€™ fault that someone spent a lot of money she doesnâ€™t have without a clear vision for how that degree could improve her later financial prospects.,Non-biased
Itâ€™s one of the most common forms of political pornography among the online Left.,Biased
"Itâ€™s only a matter of time, the argument goes, before the Roe v. Wade precedent is struck down at the hands of five conservative justices, two of whom are on the high court thanks to Trump.",Biased
"Itâ€™s paramount now, as Fox News and the right-wing noise machine try to take down a new generation of Democratic women leaders, that everyone understands the strategy in play.",Biased
"Itâ€™s the golden age of women in science, technology, engineering and mathematics.",Non-biased
"Italy has deported several radical imams in recent years, including a Tunisian earlier this year who came into the country illegally and declared to police that he would not only kill them but he would eat their corpses as well.",Non-biased
"It's all very well to tell city residents not to line their trash cans with plastic bags, but washing out a kitchen receptacle every couple of days after use because it doesn't have a plastic liner will takes its toll on water supplies.",Non-biased
"It's also aÂ function of the moral hazard that allows aÂ plutocratÂ like Donald TrumpÂ to gain control over aÂ so-called democracyÂ with the goal of funneling resources (through tax policies, government subsidies and other laws) to themselves and other members of his class, while denyingÂ resources and opportunities to the vast majority of Americans.",Biased
"It's hard to describe what is actually happening in this country without sounding hyperbolic. But this is where we are: Republicans under Trump have whipped themselves into a racist hysteria, and have decided nothing short of straight-up warfare on American cities can make the world right again.",Biased
It's long past time to stop excusing Donald Trump's racist trolling as the accidental bumblings of an idiot who doesn't know better.,Biased
"It's noÂ exaggeration to say that the anti-choice movement, from tip to toe, is stuffed with liars and grifters.",Biased
"It's perverse that any other governor would follow Abbott's lead, for he presides over a health care disaster.",Biased
"Ivanka Trump, President Trumpâ€™s daughter and a White House senior adviser, lauded her fatherâ€™s economy and said the majority of Americans ideologically believe differently than Rep. Alexandria Ocasio-Cortez, D-N.Y., in an interview with Fox News host Steve Hilton.",Non-biased
"J&J said in January that it had started work on developing a vaccine for the coronavirus, which has killed more than 1000 people in China.",Non-biased
J.K. RowlingÂ is responding toÂ the backlashÂ sheâ€™s receiving from many on social media and beyond following a number of tweets she recentlyÂ sent referencing the transgender community.,Non-biased
Jamaica has suspended the use of a badge representing one of the highest British royal honors after anti-racism protesters decried its imagery of a white angel standing on the head of Satan depicted as a chained man with dark skin.,Non-biased
James Steckelberg of the Mayo Clinic said people 65 and over should be administered high-dose flu vaccines to stimulate their immune system.,Non-biased
"James, an outspoken activist and frequent critic of President Donald Trump, helped form a group that will spend millions of dollars to battle voter disenfranchisement in predominantly Black communities ahead of the Nov. 3 election between the Republican Trump and Democrat Joe Biden.",Non-biased
"Janet Yellen, the first woman to lead the Fed, said she ramped up efforts once she was appointed chair in 2014.",Non-biased
"Japan is facing a major challenge, with the public skeptical the Olympics can take place â€” or should take place. Japan has already invested billions, and the delay is likely to cost billions more.",Non-biased
"Japanese public broadcaster NHK issued anÂ apologyÂ on Tuesday after deleting anÂ animated videoÂ from its Twitter account that was meant to explain the anti-police protests rocking America, but instead caused outrage over its callous depiction of black people.",Non-biased
Jay-Z and the NFL began teaming up as part of a social justice initiative announced last summer in the wake of the controversy over players kneeling during the national anthem to protest racial injustice.,Non-biased
Jennifer Grey and Clarke Gregg split after 19 years of marriage but will 'remain close',Non-biased
"Jerry Falwell Jr., the shamelessly greedy president ofÂ Liberty University, has spent weeks downplaying the coronavirus threat,Â accusing the media of wildly exaggerating itÂ to ""destroy the American economy"" and of course to damage Donald Trump.",Biased
"Job and revenue losses prompted by the coronavirus will likely accelerate the depletion of Social Security and Medicare reserves, U.S. officials said on Wednesday as they released reports showing little change in the federal benefit programsâ€™ pre-pandemic finances.",Non-biased
Joe Biden appeared to suffer trouble with his teleprompter on Friday and said George Floyd was to blame for his delayed jobs plan.,Non-biased
"Joe Biden can count among his many celebrity activists, Cardi B, who hasÂ toldÂ New York police â€œfuck you,â€Â saidÂ Minnesota rioters had â€œno choice but to loot and steal after George Floydâ€™s death, and hasÂ revealed herselfÂ as a gun control advocate.",Biased
Joe Biden is a much better human being than Donald Trump. That fact is indisputable.,Biased
"Joe Biden is refusing to rule out scrapping the Senate filibuster, arguing it remains to be seen how â€œobstreperousâ€ Republicans will be after President Donald Trump leaves office.",Biased
Joe Biden said Monday he would overturn on his first day in office President Donald Trumpâ€™s travel ban that initially targeted Muslim-majority countries.,Non-biased
Joe Biden told Wall Street donors to his campaign that he planned to reverse most of President Donald Trumpâ€™s tax cuts.,Non-biased
Joe Biden visited a Black Lives Matter protest site in Delaware as Trump rages on Twitter against demonstrators,Non-biased
"Joe Biden, who has been content to sit in the basement thus far, now has to play some offense, and he has two big chances to do it.",Biased
"Joe Bidenâ€™s (D) selection of Sen. Kamala Harris (D-CA) as his running mate is emblematic of the progressive shift steadily embraced by the former vice president, as Harrisâ€™s record displays her radical, far-left ideology, despite the more moderate demeanor she attempted to display during her failed presidential bid.",Biased
Joe Biden's Fourth of July message focused on America's long history of racial injustice -- fromÂ slavery toÂ George Floyd's deathÂ -- as he called for Americans toÂ strive to achieveÂ the country's founding ideal of equality.,Non-biased
"John Coughlinâ€™s burgeoning career was recently shrouded in controversy after the U.S. Center for SafeSport placed a temporary restriction on his eligibility to be involved figure skating on Dec. 17, USA Today first reported.",Non-biased
"John Lewis, a pioneer of the civil rights movement and long-time member of the U.S. House of Representatives, died on Friday, a passing that prompted tributes from leaders across the political spectrum.",Non-biased
"John Oliver admits he's scared of ""literally everything,"" but perhaps nothing more than parents-turned-activists seemingly hellbent on unleasing a new plague.",Non-biased
"John William King, 44, a white supremacist who orchestrated the attack, is the second man to be executed in one of the most gruesome hate crimes in modern U.S. history.",Biased
"Johnathan Monroe, a spokesman for the Centers for Medicare and Medicaid Services, which is part of HHS, in a statement said it â€œwill continue to defend our efforts to give states greater flexibility to help low income Americans rise out of poverty.â€",Non-biased
"Jose Acosta, 33-year-old Honduran immigrant, snuck into the U.S. eight months ago in Eagle Pass, Texas, but was apprehended weeks later in Houston on his way to a job in North Carolina.",Biased
"Juneteenth coincides this year with global protests against racial injustice sparked by the May 25 death of Floyd, a black man, in Minneapolis police custody.",Non-biased
Juneteenth represents the day that black slaves inÂ TexasÂ learned that they were free.,Non-biased
"Juneteenth, a portmanteau of June and 19th, also is known as Emancipation Day.",Non-biased
"Juneteenth, an annual U.S. holiday on June 19, has taken on greater significance this year following nationwide protests over police brutality and the deaths of George Floyd, Breonna Taylor, Rayshard Brooks and other African Americans.",Non-biased
"Jurek, a Sanders staffer in Iowa, was caught arguing that gulags were beneficial for the Soviet Union and suggesting they could be used to re-educate both Trump voters and billionaires.",Biased
"Just a few weeks later, our divided leaders were taken by surprise by the pandemic, and bickered on cable news, asking why nothing was done sooner.",Biased
"Just because our attention is on the coronavirus, that doesn't mean the elephant in the room â€” climate change â€” is going anywhere.",Non-biased
"Just before breakfast on a Sunday morning, Ugandan security forces stormed an LGBT+ shelter outside the capital Kampala, accusing more than 20 gay, bisexual and transgender people of spreading the new coronavirus.",Non-biased
"Just days after Missouri Gov. Mike Parson signed a bill that bans abortions at or beyond the eighth week of pregnancy, Planned Parenthood said the state threatened to not renew its license for the state's lone abortion clinic.",Non-biased
"Just off the top of my head, CNN is already filled with useless and uninteresting Never Trump deadwood.",Biased
"Just steps from where Trump spoke, peaceful protesters marched down blocked-off streets around the White House, Black Lives Matter Plaza and the Lincoln Memorial.",Non-biased
"Just this week, the far-leftÂ Washington PostÂ demandedÂ an immediate and total shutdown of all police movies and TV shows.",Biased
"Just this week, the Trump administration sustained two high-profile losses in Supreme Court rulings over gay rights and immigration, and Mr. Trump was accused of seeking China's help in his re-election, among other improprieties, in a book by his former adviser, John Bolton.",Non-biased
"Justice Sonia Sotomayor, in her dissent, accused the majority of weaponizing the First Amendment â€” an unconscionable position for a person tasked with â€œfaithfully and impartiallyâ€ discharging the duty to protect the inherent rights of all Americans. The dissenters have perverted the intent of the Founders. Itâ€™s none of Sotomayorâ€™s business how we use free expression. Itâ€™s her business to protect it.",Biased
"Justin Timberlake, a Tennessee native, says Confederate statues 'must be taken down'.",Non-biased
"Kailee Scales, managing director forÂ Black Lives Matter Network Action Fund and Black Lives Matter Global Network, Inc., has been universally panned for her performance in anÂ online Q&AÂ where she dodged simple questions about where donations to the movement actually go.",Biased
Kamala Harris Attacks Efficacy Of Coronavirus Vaccine Because Orange Man Bad,Biased
Kamala Harris says Trump not credible on possible COVID-19 vaccine,Non-biased
"Kate Brown, an out bisexual, made history in November 2016 when she became the first openly LGBTQ person to ever be elected governor of a U.S. state.",Non-biased
"Keeping the country locked down in the name of the pandemic is a way for [Democratic mayors and governors] to hurt Trump, which is the only thing they really care about. Once heâ€™s gone, the rationale for lockdowns, mask mandates, and doom and gloom rhetoric is gone, too.",Biased
Kemp also alleged in his lawsuit that Bottoms has forbidden police from enforcing Kempâ€™s earlier orders against gatherings of more than 50 people.,Non-biased
"Kendrick, who, like many Planned Parenthood supporters, blames men for pro-life legislation while she ignores mention of the life of unborn babies, also drafted a â€œtesticular bill of rights.",Biased
"Kenny Overstreet scrounges every pennyâ€”and even sells the eggs his chickens layâ€”to make ends meet after Packaging Corporation of America (PCA) furloughed him and hundreds of other workers at its Jackson, Alabama, site.",Non-biased
"Khamenei did not offer any â€œevidenceâ€ that the Wuhan virus is a biological attack on Iran and China, nor have any other Iranian officials making the case.",Biased
King went on to defend his tweet with a number of confused and contradictory statements.,Biased
"Kingâ€™s defense understandably rang hollow, as he has a long history of making comments ranging from insensitive to downright unacceptable.",Biased
"Klobuchar, who reportedly finished the night with the second-most speaking time, suggested during the debate that the tax cut legislation President Trump signed in 2017 mainly benefited his wealthy friends.",Non-biased
"Korenberg resigned after The Ubyssey, UBCâ€™s student newspaper, reported he had liked a series of tweets from U.S. conservative figures disparaging the Black Lives Matter campaign and Antifa, an umbrella term for primarily leftist anti-authoritarians.",Non-biased
Kurz invoked the 2015 â€œIslam Actâ€ to close mosques that were accused of supporting extremism and engaging in subversive political activity.,Non-biased
"Labour leader Jeremy Corbyn unveiled his partyâ€™s election manifesto on Thursday, setting out radical plans to transform Britain with public sector pay rises, higher taxes on companies and a sweeping nationalisation of infrastructure.",Non-biased
"Large majorities of both parties seem to like the Green New Deal, despite efforts by Fox News to paint it as disastrous.",Biased
"Larry Kudlow, one of President Donald Trumpâ€™s main economic advisers, told the Republican National Convention (RNC) on Tuesday night that Joe Bidenâ€™s plan to raise taxes as the economy emerged from the coronavirus pandemic was â€œcrazy.â€",Non-biased
"Larry Sanger, the co-founder of Wikipedia, published aÂ blog postÂ this month declaring that the online encyclopediaâ€™s â€œneutral point of viewâ€ policy is â€œdeadâ€ due to the rampant left-wing bias of the site.",Non-biased
"Last month aÂ businessÂ owner inÂ Clifton, N.J., posted a hand-scrawled sign in his window reading, â€œSpeak English or pay $10 extra.â€",Non-biased
"Last month, Cuomo signed an executive order that included a statewide ban on chokeholds and an appointment of a special prosecutor to review cases of police killing unarmed individuals.",Non-biased
"Last month, the prestigious Scientific American magazine announced that for the first time in its 175-year history, it would endorse Joe Biden, the Democrat nominee, for the 2020 U.S. presidential election.",Non-biased
"Last summer, Romney criticized President Trumpâ€™s response to violence in Charlottesville, accusing him of moral equivalence between neo-Nazis and those opposing â€œracism and bigotryâ€ â€” but without noting that the latter had disrupted a lawful, permitted protest.",Non-biased
"Last summer, the Republican White House announced plans to roll back the tougher standards, making it easier for the automotive industry to sell less efficient vehicles that pollute more.",Non-biased
"Last Sundayâ€™s Tokyo Marathon, usually one of the largest in the world, went ahead with just 200 elite athletes and a request from organizers for spectators to stay home.",Non-biased
"Last WednesdayÂ the Times ran an op-ed from Senator Tom Cotton, R-Ark.,Â suggesting American soldiers should be used to quell protests and violence related to the killing of George Floyd.",Non-biased
Last week Trump posited in an interview that Iran had been poised to attack four American embassies before Soleimani was killed in a U.S. drone strike on Jan. 3.,Non-biased
"Last week, another major advancement for women in professional sports occurred when Alyssa Nakken joined the San Francisco Giants as an assistant coach, becoming the first woman to be a part of a Major League Baseball coaching staff.",Non-biased
"Last week, Barstool Sports founder Dave Portnoy released a three-minute video in which he vigorously ranted against the ongoing lockdowns. Portnoyâ€™s basic point was that the goalposts have shifted from â€œflatten the curveâ€ to â€œfind a cure.â€",Biased
"Last week, black transgender woman Iyanna Dior was beaten by a mob at a gas station in Minneapolis, and video of the attack has gone viral online with millions of viewers.",Non-biased
"Last week, Miranda andÂ HamiltonÂ co-creator Jeffrey Seller apologizedÂ in two separate hostage-style videos for not endorsing Black Lives Matter years ago.",Biased
"Last week, the Woke Taliban, who work at the publishing house handling Rowlingâ€™s upcoming childrenâ€™s book,Â The Ickabog,Â Â threatened a strikeÂ unless the book was blacklisted and canceled.",Biased
"Last week, two women in the conservative state of Terengganu were sentenced to be caned under Islamic sharia law after being caught attempting to have sex in a car.",Non-biased
"Last year, some states tried to ban abortion after just six weeks into a pregnancy â€• when many women donâ€™t even know theyâ€™re pregnant yet. Considering that 1 in 4 women has an abortion during her lifetime, the effects of these restrictions could prove devastating.",Biased
"Last year, the number of people who signed up for 2019 health plans fell 4% to 8.5 million people from 2018, but saw a typical trend of last-minute shopping in the final week.",Non-biased
"Last year, XFL Commissioner Oliver Luck noted that the XFL reached out to Kaepernick, but the former NFL player demanded absurdly high $20 million a season salary.",Biased
Lawmakers are treading a dangerous and unconstitutional path in the service of fear-driven objections to trans existence.,Biased
Lawmakers in New Jersey are set to vote Monday on a controversial bill that would eliminate religion as a reason not to vaccinate public schoolchildren.,Non-biased
Lawmakers specifically said they want to protect women from facing unfair competition from men who claim to be transgender women.,Biased
Lawmakers who claim to care about womenâ€™s emotional health would do better to listen to the hundreds of thousands of women who seek abortion care every year and know it is the right decision.,Biased
"Lawyers for Bill Cosby on Thursday asked the Supreme Court of Pennsylvania to hear his appeal of his 2018 sexual assault conviction, a month after a lower court rejected their argument that the disgraced comedian did not get a fair trial.",Non-biased
Leaders from the United MethodistÂ ChurchÂ reportedly announced a tentative plan Friday to split the church over differences onÂ same-sex marriageÂ and the inclusion of gay clergy.,Non-biased
"Leaders of the 20 biggest economies vowed on Sunday to spare no effort to supply COVID-19 drugs, tests and vaccines affordably and fairly to â€œall peopleâ€, reflecting worries that the pandemic could deepen divisions between the worldâ€™s rich and poor.",Non-biased
"Leaving his home for the second time in a week, Biden recognized the death of George Floyd, a black man who was killed in Minneapolis police custody last week.",Non-biased
Lebanese citizens from across sectarian divides came together in a rare display in unity late last year after proposed tax hikes enraged an already struggling populace.,Biased
Left unsaid is that Obamacare â€” through its myriad of reporting mandates such as cumbersome electronic health records â€” is largely responsible for this paperwork burden.Â ,Biased
"Leftist media and the technocratic elite who run the dominant institutions of our culture push a narrative of America in which conservatives are racist, sexist, authoritarian ignoramuses, while liberals are noble, virtuous, and intellectually superior citizen-scholars.",Biased
"Left-wing Christians declare that the real way to end abortion is to make abortion unnecessary, and the only way to do that is by establishing a generous cradle-to-grave welfare state.",Biased
"Lefty corporate financial muscle can beÂ deployedÂ against gun and ammunition manufacturers, making it hard for them to stay in business.Â ",Biased
"Legal experts have said the Trump litigation stands little chance of altering the electionâ€™s outcome, and election officials of both parties have said there is no evidence of major irregularities.",Non-biased
"Legions of 'trainers' holding up 'White Fragility' are indoctrinating government agencies, corporate workforces, and schools.",Biased
Legions of white peopleÂ are kneelingÂ to ask forgiveness for something they had no part of.,Biased
Leonhardtâ€™s column in the New York Times provides more evidence that elite Americans are so enamored of immigration and diversity that they would throw the college graduate class under the bus rather than give up their visions of ruling over a chaotic and fractured â€œdiverseâ€ society.,Biased
"Lesbian, gay, bisexual and transgender (LGBT) people have long suffered discrimination in Muslim-majority Malaysia.",Non-biased
Lesh pins the blame mainly on the statist bureaucracy mentality of Public Health England (PHE).,Biased
"Less-organized migrants, tighter immigration control by Guatemalan authorities and the presence of U.S. advisers have reduced the likelihood that the hundreds of migrants who departed Honduras will form anything like the cohesive procession the term â€œcaravanâ€ now conjures.",Non-biased
"Letâ€™s be clear what is happening here. Under the pretext of protesting the killing of a black man by a white police officer in Minneapolis, hard-left terror cells across the West are taking to the streets and fomenting chaos and violence with a view to overthrowing Western civilisation.",Biased
Letters from GOP members of Congress and national pro-life leaders to the White House and the Food and Drug Administration (FDA) last week asserted Democrats are attempting to exploit the coronavirus pandemic for the purpose of advancing their partyâ€™s pro-abortion agenda.,Biased
Lexingtonâ€™s Bishop John Stowe is admonishing Covington Catholic students insisting that the teens canâ€™t claim to be â€œpro-lifeâ€ while supporting a president who â€œdenigratesâ€ immigrants and refugees.,Biased
"LGBTQ activists Garden State Equality and abortion business Planned ParenthoodÂ announcedÂ in a joint statement Wednesday they are pleased their recommended public school sex ed standards, modeled after theÂ National Sexuality Education StandardsÂ for grades K-12, were approved.",Biased
LGBTQ health experts said Always's decision to remove the female signs from its products is an ostensibly small change that may have significant consequences for trans and nonbinary people.,Non-biased
Libby EmmonsÂ joins host Ben Domenech to discuss her sonâ€™sÂ experienceÂ in the New York City public school system and how it pushes the leftâ€™s narrative of systemic racism and white privilege.,Biased
"Liberal economist and New York Times opinion writer Paul Krugman, in a scathing column this week, warns that extreme events like the wildfires that have been devastating Australia are a preview of things to come â€” and he stresses that right-wing politicians who deny the reality of climate change are as great a threat as the events themselves.",Biased
"Liberals, sadly, were not prepared to let whiteness remain Times New Roman. They poked and they prodded, and eventually got the resentful backlash they were provoking.",Biased
Lightfoot stressed her belief that the election of Joe Biden to the White House is key to securing these and other controls for Chicago and the rest of the country.,Non-biased
"Like Donald Trump, Griffin's an obviousÂ coward who wants to push violent rhetoric but isn't willing to face the consequences for doing so.Â ",Biased
"Like many left-wing entertainer elites, Eilish has also been vocal about attacking President Trump and anyone who would vote for him.",Biased
"Like many Never Trump screeds, Willâ€™s criticisms are cloaked around the Republican party. His real issue, however, is with Trump voters. He blames the party for nominating Trump and stocking Congress with â€œinvertebrates whose unswerving abjectness has enabled his institutional vandalismâ€¦â€ But if pro-Trump Congressmen are â€œinvertebrates,â€ what does that make the Americans who voted for them?",Biased
"Like other autocrats and de facto crime bosses, Trump rewards his servants' loyalty to further cement his control over them.",Biased
"Like the costly and controversial Green New Deal, which Booker co-sponsored in the form of a Senate resolution, Bookerâ€™s plan aims to address both climate change and economic inequality.",Biased
"Like the Roman EmpireÂ in its decline, the United States is now vomiting upÂ grotesque spectacles.",Biased
"Likewise, Pelosiâ€™s HEROES Act wouldÂ provide businessÂ with a neverending flood of cheap, illegal foreign labor that they would be legally allowed to hire over the roughly 36.5 million Americans who are jobless due to the crisis.",Biased
"Lisa Nandy, the Member of Parliament for Wigan and one of the three remaining candidates in the Labour leadership race, said that men who identify as women, like convicted child rapist Christopher Worton, who now identifies as Zoe Lynes, should be able to be transferred into female prisons.",Non-biased
"Local health officerÂ Dr Rosana Salvaterra appeared to co-sign the demonstration,Â praising activistsÂ for wearing masks and claiming they obeyed social distancing protocols â€” althoughÂ footageÂ of the event strongly suggests that isÂ not strictly accurate.",Biased
"Loeffler blamed leftist media, especially the Daily Beast, for perpetuating narratives that she might have violated statutes against insider trading. She continued, noting that the media created the narrative against her because, like President Donald Trump, she is a political outsider.",Biased
Logging and mining operations have accelerated their destruction of sizable patches of the Amazon rainforest during the coronavirus pandemic.,Non-biased
"London police will crackdown on illegal street parties after officers came under attack for the second night running as they tried to disperse an unauthorised gathering, the capitalâ€™s police chief said on Friday.",Non-biased
Long argued the hypocrisy of woke white women demanding change for women and transgenders has moved the political conversation far away from the original discussion of police brutality and racial equality.,Biased
"Long before becoming president, Donald Trump was already acting as if he were the head of a lynch mob.",Biased
"Long-simmering tensions between Japan and South Korea exploded at the beginning of July, when Japan imposed restrictions on the export of chemicals crucial to electronics manufacturing to South Korea.",Biased
"Looking around the United States, there is never enough welfare for the left to stop killing developing humans in uteroâ€”solidly Democratic states lead the nation in abortion rates.",Biased
"Lots of People Donâ€™t Like Being Injected with Mystery Substances, Study Finds",Biased
Lots of politicians and critics across the board have attacked the Green New Deal proposed last week by freshman Democrats Rep. Alexandria Ocasio-Cortez of New York and Sen. Ed Markey of Massachusetts.,Biased
"Mackâ€™s organizationâ€”which has a long history of association with the Bundysâ€”claims that the U.S. constitutionÂ grants sheriffs, and not federal or state officers, powers as the supreme law of the land.Â ",Biased
"Mafia exploitation of immigrants on farms in Italy is likely to rise as the coronavirus lockdown brings chronic labor shortages, the government and labor rights groups have warned.",Non-biased
Mainstream media outlets continue to print false and defamatory descriptions of Breitbart News in a nakedly political effort to marginalize a growing competitor.,Biased
Major talks between the United States and the European Union to establish a shared tax framework for multinational companiesÂ broke downÂ on the issue of seeking to secure an agreement on digital taxation.Â ,Non-biased
"Major U.S. airlines warned on Wednesday that travel demand will continue to languish until there is a widespread COVID-19 vaccine, while awaiting developments in Washington on additional federal aid.",Non-biased
"Making life worse for black people is not a bug in the Democrat Party, itâ€™s a feature.",Biased
"Malaysiaâ€™s health ministry called on Thursday for mass gatherings to be postponed after at least 12 coronavirus cases were linked to a three-day religious event in the capital attended by some 10,000 people from several countries.",Non-biased
"Male and female are the two sexes â€” but transgender advocates now claim more than 50 â€œgendersâ€ â€” including agender, bigender, gender fluid, gender non-conforming, genderqueer, intersex, two-spirit, etc, plus â€œcis-genderâ€ for the 99+ percent of people who are normal, non-transgender people.",Biased
"Malinowski, a Democrat representing New Jerseyâ€™s seventh congressional district, said in a call that he would threaten McConnell by withholding Lysol for his constituents.",Non-biased
Man asking white woman to kneel and apologize is not a representative of Black Lives Matter,Non-biased
Manchester City manager Pep Guardiola said white people should apologise for the treatment of black people on a night when Premier League players wore the slogan â€œBlack Lives Matterâ€ on their shirts.,Non-biased
Manhattan District Attorney Cy Vance Jr. announced a policy change regarding people arrested at Black Lives Matter protests on charges of unlawful assembly and disorderly conduct.,Non-biased
Many are mocking the presidentâ€™s astonishing lack of understanding about even the most basic concepts of vaccines and how drug tests on them are performed.,Biased
"Many Chicagoans vehemently oppose President Donald Trumpâ€™s pledge to send federal officers to the third-largest U.S. city, after seeing camouflaged agents deployed in Portland club and tear-gas anti-racism protesters.",Biased
"Many conservatives came to Hawleyâ€™s defense, slamming Tapperâ€™s attack on the Missouri senator.",Biased
Many critics point to the most obvious flaw in MMT: that it would simply push the federal deficit and the national debt â€” already skyrocketing â€” to further and further extremes.,Non-biased
Many Democratic congressional candidates in 2018 attacked Republican opponents for bowing to the gun lobby.,Biased
Many Democratic voters have said they believe that sexism does makes it harder for women to win than for men.,Non-biased
Many Democrats are exploiting the coronavirus pandemic to launch a full-bore push for socialismâ€”making the socialist rhetoric of the early Democratic presidential debates look tepid by comparison.,Biased
Many forget the BLM platform is antisemitic.,Biased
Many Latino voters know from personal and family experience how U.S. foreign policies drive people from their homes.,Non-biased
Many members of the LGBTQ community are not open about their sexual orientation.,Non-biased
"Many monuments of historical figures have been boarded up as anti-racism protesters taking to the streets following the death of African-American George Floyd, have put statues at the forefront of their challenge to Britainâ€™s imperialist past.",Non-biased
"Many now support a defunding of the police as they march for justice after the death of George Floyd, and prison abolition goes hand in hand with that demand, said James Kilgore, a researcher and activist who was formerly in prison.",Non-biased
"Many of the biggest digital platforms are under political pressure over how they police their sites, heightened by widespread protests spurred by the killing ofÂ George FloydÂ and other issues of police brutality.",Non-biased
Many of the U.S. Border Patrol agents on the front lines of the U.S. effort to secure the southern border with Mexico bristle at what they see as public misconceptions and media mischaracterization of their work.,Non-biased
Many people have sought to fetishise Britainâ€™s health bureaucracy as the nationâ€™s saviour during this crisis.,Biased
"Many people in politics and media are still not used to female power, and Pelosiâ€™s novel position, while creating some pointless problems for her, also gives her some surprising advantages.",Biased
"Many pointed out at the time of the Park Policeâ€™s first statement denying use of â€œtear gasâ€ was obviously misleading. But Trump and his right-wing defenders jumped on it. Most prominently, Federalist writer Mollie Hemingway wrote a piece, shared by the president, accusing the media of falsely reporting that tear gas was used, even though the crowd was exposed to gases and compounds that clearly caused tears and severe irritation.",Biased
"Marcus Books in Oakland, California, has served the black community in the Bay Area with books by and about African Americans for the past 60 years.",Non-biased
"Marianne Williamson, the self-help guru who warned of the â€œdark psychic forceâ€ unleashed by Republican President Donald Trump, suspended her quixotic outsider campaign for the 2020 Democratic presidential nomination on Friday.",Biased
Marriage is a sacred institution between a man and a woman.,Non-biased
"Marshae Jones, 27, was arrested and indicted on the count of manslaughter for failing to remove herself from harm's way in a shooting last year that caused the death of her unborn child.",Non-biased
"Mason Lowe â€” described as a beloved professional bull rider and a star in the sport â€” was competing in an event in Colorado on Tuesday night when he was knocked off a bull who then stomped on his chest, killing him, officials and witnesses said.",Non-biased
"Matters worsened for him when COVID-19 hit the United States and exposed him not just as a divisive buffoon, but a cynically incompetent one. The Administration delayed its response, worried that any action they took would hurt the stock market and erode Trumpâ€™s last remaining electoral strength.",Biased
"Maybe people shouldnâ€™t be surprised that a predatory abortion business profiting from such deathsÂ isnâ€™t doing enoughÂ to make sure womenâ€™s future fertility survives a visit to an abortionist, fighting common-sense laws forÂ informed consent.",Biased
McSally's campaign defended her claim saying that she's supporting a bill from North Carolina Republican Sen. Thom Tillis (who has his own reelection concerns) called the Protect Act.,Non-biased
"Meanwhile, a pervasive celebrity culture â€” in which celebrities are considered trusted â€œexpertsâ€ solely because of their fame â€” has poisoned the idea of what constitutes expertise.",Biased
"Meanwhile, Americans and foreigners scrambled to work out what it meant for their plans to travel to the U.S. Others questioned the logic of Trump's move and whether it would actually help the effort to slow the spread of the contagion.",Non-biased
"Meanwhile, Britainâ€™s police forces are notorious for focusing on matters ofÂ policingÂ hate speech rather than violent crime, particularly withÂ regardÂ to Muslim grooming gangs.",Biased
"Meanwhile, lawmakers in several states â€• including Louisiana â€• are actively attempting to block abortions at six weeks of pregnancy, making the added wait time that comes with an admitting privileges law even more damaging to reproductive rights.",Non-biased
"Meanwhile, the California Democrat claimed the Heroes Act is â€œdisciplined, focused, necessary.â€",Biased
"Meanwhile, Thunberg first made headlines when her Fridays for Future campaign went global in the last few months. At a U.N. climate conference in September, she repeatedly scolded world leaders, asking, â€œHow dare you?â€",Non-biased
"Meanwhile, uneven enforcement across the platform means a person or page may be disciplined or banned while a related group continues to operate.",Non-biased
"Meanwhile, white supremacist propaganda distribution nearly tripled from 2017 to 2018, according to the ADL, which also documented a rise in racist rallies and demonstrations.",Non-biased
"Measles is so contagious that 90 percent of unvaccinated people who come in contact with an infected person will get the virus, according to the Centers for Disease Control and Prevention.",Non-biased
Medically unnecessary laws regulating abortion have been exposed as dishonest attempts to close clinics.,Biased
Meet the shadowy accountants who do Trumpâ€™s taxes and help him seem richer than he is,Biased
Members of President Donald Trumpâ€™s coronavirus task force briefed reporters Tuesday on the successful efforts toward containing the coronavirus but warned that it would likely become a global pandemic.,Non-biased
Members of the German Green Party have proposed that so-called â€œclimate refugeesâ€ should be allowed to move to the country and receive a German passport upon their arrival.,Non-biased
"Members of the House of Representatives tax committee also pointed to other segments of Cohenâ€™s testimony as topics likely to draw further scrutiny, including claims that Trump deflated the value of his properties to lower his tax bill and called the government â€œstupidâ€ for giving him a $10 million tax refund in 2008.",Biased
"Memories of smashed windows, stolen merchandise and stores set ablaze is fresh in the minds of business owners in major U.S. cities including New York, Los Angeles and Portland, where aggressors damaged buildings under the cover of peaceful demonstrations sparked by the May 25 police killing of George Floyd, a Black man.",Biased
"Merril Hoge, one of the most outspoken critics against the alarm surrounding CTE studies, also underscored that, from his lens, demonizing sports like football does more harm to American children than good.",Non-biased
"Mexico on Monday detailed plans to withhold tax from drivers for ride-hailing and food delivery firms such as Uber Technologies Inc and Rappi, but Chinaâ€™s Didi said it would not take part in the arrangement, sparking friction within the industry.",Non-biased
